Temperature_C,Humidity_pct,Occupants,Home_Size_sqft,AC_Hours,Fan_Hours,Fridge_Hours,WashingMachine_Hours,TV_Hours,Computer_Hours,WaterHeater_Hours,Previous_Day_kWh,Solar_Available,Weekday,Month,Daily_Consumption_kWh,Energy_Waste
22.9,45.6,2,940,2.7,6.9,21.5,5.7,0.8,3.0,0.5,25.2,0,1,4,26.54,1
34.5,63.3,5,1886,2.2,7.3,24.0,0.6,6.2,5.5,3.3,9.1,1,1,11,30.24,1
27.3,56.7,6,502,3.9,12.8,23.9,0.6,3.5,5.3,2.8,13.3,0,0,10,30.95,1
33.9,95.0,3,1777,4.8,17.4,24.0,1.9,2.9,3.4,2.1,20.7,0,1,6,33.3,0
19.5,67.4,4,1759,1.5,7.5,24.0,0.1,1.5,5.7,0.2,18.6,0,0,3,28.43,1
20.2,54.3,3,1078,2.1,12.0,9.8,1.0,3.7,3.5,0.6,14.0,0,1,12,24.45,1
19.5,61.2,6,1129,1.2,6.3,19.9,0.5,3.8,2.0,1.7,27.6,1,1,3,26.23,1
20.4,40.0,2,2876,3.5,6.8,21.5,0.4,3.0,2.1,1.2,24.3,1,0,8,28.43,1
27.4,63.4,5,1406,3.2,13.9,21.0,2.4,4.2,4.0,1.5,8.6,0,1,1,30.35,1
29.1,78.4,2,1327,1.8,4.3,14.2,1.7,4.3,3.2,0.2,24.9,0,0,4,24.86,1
24.4,79.2,2,2219,1.6,9.2,16.0,5.9,3.4,3.4,0.9,26.4,1,0,6,32.97,1
27.6,93.1,5,1303,3.8,9.5,20.9,4.5,1.7,6.6,0.5,15.9,1,1,8,26.23,1
25.9,57.4,4,840,4.3,9.0,23.9,3.3,6.5,5.0,1.6,13.9,0,1,1,28.44,1
32.9,48.0,5,1447,2.8,10.6,17.0,1.6,4.7,2.9,2.4,11.5,1,1,6,24.71,0
32.8,63.5,2,1700,2.4,11.4,21.4,1.0,6.3,4.7,0.5,16.7,0,1,3,28.45,1
30.8,67.5,6,1235,8.9,11.6,21.2,3.4,7.3,1.8,0.8,14.5,0,1,5,32.77,0
32.5,62.8,5,1559,1.8,9.8,18.1,4.2,5.1,5.5,0.1,7.6,0,1,12,28.72,1
37.8,80.9,4,1991,1.1,13.6,19.1,0.8,2.2,4.3,0.9,23.9,0,0,2,32.33,1
32.5,58.9,2,1094,6.0,9.4,21.2,0.3,3.7,3.9,0.4,26.7,0,1,4,33.5,1
21.7,66.8,2,1079,2.5,7.6,22.7,0.6,4.4,4.6,0.3,16.3,0,1,7,23.92,1
28.2,78.3,1,1462,4.2,13.7,18.2,5.8,2.1,0.0,0.1,29.1,0,1,6,28.44,1
27.8,67.6,6,1769,0.1,9.8,23.3,0.4,3.9,4.4,0.4,19.1,0,1,5,30.7,1
33.3,83.4,6,612,10.2,8.7,15.2,2.0,3.5,3.4,0.8,8.5,0,0,3,35.02,1
31.6,90.8,5,1728,2.7,4.7,22.8,2.0,5.1,2.2,1.2,18.3,0,1,6,29.26,1
33.5,71.2,2,400,1.8,9.4,18.4,0.8,3.3,5.1,0.1,6.4,0,1,8,22.64,1
21.6,50.9,1,1579,3.9,7.4,19.3,0.6,7.7,5.3,0.1,32.6,0,0,10,25.13,0
36.2,85.4,2,505,3.5,10.8,18.5,0.5,6.0,5.0,2.5,21.4,0,0,8,32.36,1
28.5,52.5,2,1477,1.7,15.5,16.2,0.5,1.8,1.2,0.7,23.6,0,0,10,26.07,1
34.0,61.5,5,1664,1.2,13.3,11.7,0.9,4.0,3.2,0.1,20.6,1,1,9,24.89,1
31.6,45.2,3,630,5.8,4.6,16.0,2.3,5.4,0.1,0.3,21.6,1,0,10,20.74,0
24.9,53.5,1,679,6.1,10.7,21.3,2.9,3.1,0.0,1.3,10.7,0,1,3,26.72,1
25.2,48.3,5,1441,3.1,13.1,18.3,0.7,3.8,2.7,0.6,24.0,0,0,7,30.2,1
32.2,63.8,2,1488,2.6,3.6,19.4,0.4,0.6,5.4,0.4,19.9,0,1,6,24.47,1
34.8,43.6,6,1372,5.9,13.8,19.7,2.3,7.8,2.4,1.1,19.5,1,1,2,33.4,1
24.7,50.8,5,747,3.6,9.6,17.6,1.0,3.4,6.7,0.9,11.7,1,0,12,19.89,0
23.5,59.6,3,1322,4.3,11.1,24.0,0.7,5.8,5.6,0.4,11.2,0,0,2,28.87,1
19.0,83.6,4,1222,1.1,6.9,17.8,2.6,5.1,3.8,0.0,12.8,1,1,8,17.72,0
24.5,58.6,3,1645,2.1,9.8,15.2,3.9,1.5,0.0,0.2,19.1,1,1,12,22.13,1
25.4,44.3,4,1522,5.3,8.5,9.1,2.9,0.0,2.9,2.1,17.6,0,0,12,23.79,0
27.7,51.2,2,1539,5.0,14.2,16.8,1.4,3.0,0.0,1.2,15.9,0,1,12,29.95,1
32.1,95.0,3,735,2.5,9.3,10.0,0.4,4.2,0.5,0.9,19.3,0,0,5,22.6,1
26.7,46.5,5,1741,1.1,9.0,24.0,6.4,3.5,5.2,0.8,15.9,0,0,10,29.87,1
23.6,43.8,5,1996,1.5,7.6,13.1,1.6,4.3,0.7,3.7,10.7,0,0,2,29.8,1
27.2,67.0,1,1501,1.0,6.0,15.0,2.8,6.5,4.7,1.1,20.5,0,0,11,24.85,1
28.7,67.3,3,1228,1.6,13.4,19.8,2.2,4.2,5.4,1.9,9.5,1,1,11,25.79,1
29.8,73.4,6,776,4.9,10.9,19.0,3.5,4.2,0.9,0.1,22.8,0,1,6,30.36,1
29.7,42.6,6,1058,0.6,9.8,19.2,1.8,4.0,3.4,3.5,7.9,0,1,9,29.3,1
28.1,62.4,6,760,2.9,10.1,18.7,2.0,1.0,2.3,0.9,17.8,0,0,8,25.58,1
31.7,58.2,6,1633,1.4,7.4,22.4,2.8,3.6,1.0,2.4,11.5,0,1,7,27.24,1
27.6,84.8,3,1379,0.7,10.2,19.9,0.2,5.0,0.0,2.8,18.7,0,1,9,26.31,1
23.8,80.3,2,967,4.8,3.8,18.1,1.3,0.5,2.3,1.7,20.4,0,1,1,25.85,1
28.1,37.2,4,1824,2.5,11.9,23.9,1.5,5.2,2.9,2.9,13.4,1,0,3,28.82,1
38.2,77.7,4,1324,4.2,11.8,14.1,0.3,3.0,4.8,0.6,27.0,1,0,9,30.51,1
24.9,57.8,2,1496,4.2,9.5,16.8,0.0,5.0,2.9,1.8,20.1,0,1,5,24.49,0
41.1,61.8,1,871,0.8,11.2,16.3,0.8,4.5,0.0,0.1,21.6,0,1,4,21.17,0
26.5,57.7,3,1138,7.4,6.2,17.3,1.5,4.8,4.0,1.2,17.7,1,0,5,25.17,0
32.5,38.9,1,1211,1.4,7.0,20.6,0.3,2.7,3.5,0.1,27.7,0,0,4,19.51,0
21.0,60.0,1,1152,2.8,3.6,14.5,2.5,0.4,4.6,0.6,8.3,0,0,5,18.52,1
28.5,47.5,6,1766,7.4,3.4,23.7,1.0,5.6,1.2,0.6,13.2,0,1,8,28.31,0
36.1,66.6,1,1245,4.1,2.0,15.6,1.8,4.9,2.8,0.1,13.9,0,1,6,22.21,0
23.2,56.2,2,1118,3.9,8.9,21.1,0.2,1.0,2.3,1.3,23.0,0,1,2,23.92,1
25.4,66.3,2,1985,2.1,9.5,18.9,1.0,2.3,0.2,1.2,6.6,1,0,5,21.93,1
30.6,48.9,3,1538,5.0,5.7,19.9,2.1,3.0,1.5,2.5,12.5,0,0,1,30.3,1
30.7,44.2,1,1940,12.0,4.5,15.6,2.3,3.2,7.4,4.1,14.1,0,0,7,33.15,0
21.7,73.9,2,1055,3.3,11.5,19.6,1.0,1.3,0.6,0.1,17.3,1,0,9,18.96,1
22.8,40.2,3,495,1.7,11.9,14.8,6.3,4.8,2.0,1.7,16.8,0,0,4,23.61,1
30.4,77.1,5,744,5.4,9.4,21.3,1.8,2.5,3.6,1.2,13.7,0,1,9,30.07,1
30.5,75.0,2,1426,2.9,7.4,18.2,5.7,7.2,3.9,3.0,18.1,0,0,11,32.41,1
32.6,61.3,2,1376,4.9,3.4,20.9,1.1,3.2,5.3,0.6,17.9,0,1,6,27.72,1
28.2,65.6,3,1628,0.5,15.6,14.6,1.2,4.7,1.6,0.4,19.5,1,0,11,21.94,1
32.1,50.9,2,1733,4.2,6.5,16.4,1.0,3.4,5.5,0.6,28.5,0,0,7,30.75,1
35.0,64.6,6,1253,3.6,9.6,20.3,1.8,6.1,3.8,0.9,26.1,1,0,5,28.6,0
23.0,36.6,2,1108,2.4,8.3,15.8,3.4,6.0,4.8,0.9,12.1,0,0,9,22.88,1
34.0,67.9,4,1575,2.0,11.1,15.4,5.0,4.6,5.3,0.3,12.2,1,1,6,27.53,1
32.7,57.6,1,988,3.1,9.2,14.0,4.7,4.4,1.8,0.8,13.2,0,1,5,24.59,1
35.3,61.6,3,907,0.8,8.6,21.6,2.5,1.7,1.4,1.0,16.4,0,0,9,25.91,1
27.1,38.8,1,1214,9.8,14.0,18.8,1.6,5.7,1.9,2.3,12.6,0,1,5,31.94,1
28.9,74.7,4,1538,5.7,4.3,20.2,2.6,0.2,5.2,0.8,17.5,1,1,10,25.3,0
29.4,87.4,4,1380,2.9,4.7,23.3,0.6,1.2,2.8,1.2,18.6,1,1,6,26.17,1
26.7,62.3,6,1038,1.8,10.5,20.8,1.9,6.4,2.4,1.3,12.1,0,1,1,27.33,1
34.0,61.4,3,1389,7.4,14.1,21.9,2.1,5.0,1.7,0.4,16.7,0,0,8,33.64,1
30.1,89.1,1,812,2.6,8.7,17.5,2.0,3.7,3.7,4.0,14.0,0,1,5,25.7,1
24.1,66.8,6,1429,3.5,9.2,12.7,2.4,5.1,3.6,0.3,12.2,0,0,12,27.61,1
30.3,57.8,3,468,6.8,14.6,23.6,0.1,4.5,6.3,0.0,19.2,0,0,5,28.58,1
23.8,33.8,4,1776,1.3,5.7,23.8,1.0,1.3,0.8,1.2,27.7,0,0,2,22.55,0
21.3,80.8,3,807,3.0,6.9,15.2,1.2,1.5,2.1,0.1,18.6,0,1,10,19.37,0
23.9,57.1,3,1272,1.6,9.9,12.1,3.7,3.7,4.6,0.5,8.7,1,0,6,15.35,0
29.1,73.0,3,814,3.7,13.4,20.9,1.1,2.9,0.1,0.1,8.3,0,1,2,23.07,1
29.6,77.4,1,1205,4.2,7.1,17.1,3.9,3.8,3.3,0.9,21.3,0,0,1,29.25,1
28.5,69.2,1,1514,3.7,14.2,14.0,2.2,2.9,4.5,1.4,13.1,0,1,9,26.88,1
31.7,67.9,3,400,5.4,7.4,18.8,3.2,0.8,7.7,2.0,9.5,0,0,11,26.33,1
38.4,57.2,6,1943,2.8,10.8,15.1,3.2,1.5,3.1,0.3,24.0,0,1,11,37.1,1
23.5,66.9,1,786,1.8,11.7,11.1,0.2,3.4,6.1,1.2,21.7,0,0,3,21.92,1
31.1,66.1,2,634,0.9,8.0,17.5,1.5,1.3,5.0,1.7,21.0,0,0,10,23.39,1
30.4,67.4,4,1515,7.6,9.9,16.5,1.9,0.6,2.6,0.6,21.4,0,0,9,29.71,0
23.2,44.5,3,758,1.1,14.2,18.4,2.7,2.9,4.8,0.5,31.9,0,1,4,22.22,0
26.6,48.2,5,1231,3.6,12.3,17.9,1.5,3.5,6.0,0.1,24.6,1,0,3,28.83,1
30.0,51.5,6,1218,3.5,9.0,21.8,0.8,4.4,4.4,0.6,6.2,1,0,1,21.29,0
29.2,79.6,5,1876,2.5,13.9,11.4,0.6,5.5,1.8,1.6,12.2,0,1,9,29.03,1
24.9,66.9,3,1277,3.8,10.2,23.0,5.6,2.2,0.4,0.3,8.2,1,0,7,21.23,1
32.8,37.7,1,1220,2.3,7.9,24.0,0.2,5.2,2.5,0.2,14.4,0,1,5,22.23,1
30.2,78.0,1,506,9.8,4.5,13.4,1.0,3.9,0.5,0.3,11.1,0,1,1,23.91,0
32.1,81.1,2,973,1.6,5.3,21.3,2.1,2.4,0.0,0.8,10.0,0,0,4,23.68,1
36.8,64.9,5,948,10.5,7.3,16.3,0.2,3.6,0.1,0.2,19.5,0,1,2,34.96,1
22.8,92.7,3,1314,4.0,10.0,18.5,2.9,7.4,6.4,2.2,11.1,0,0,7,30.29,1
33.8,73.8,3,1643,8.8,7.8,13.6,1.3,2.4,0.9,2.2,20.1,1,1,6,35.85,1
31.3,77.9,4,501,3.8,9.3,19.6,1.6,1.9,1.2,0.1,9.9,1,0,7,19.29,1
24.8,86.5,1,1176,2.7,10.0,14.1,1.4,4.8,0.8,0.1,31.1,1,1,6,25.06,1
28.7,71.6,5,1818,4.6,11.9,15.2,4.1,4.5,1.9,3.2,13.4,0,1,3,33.67,1
27.0,55.7,2,860,1.9,10.3,13.5,2.2,6.4,2.7,0.3,19.6,1,1,10,20.27,1
23.3,52.4,1,1367,3.6,13.2,18.5,0.6,0.6,2.2,1.3,4.7,0,0,2,21.72,1
32.9,50.9,6,1479,6.7,13.9,14.4,1.4,1.6,0.3,1.4,17.8,1,0,9,31.83,1
25.2,61.8,2,2261,1.3,13.6,24.0,2.0,6.3,3.9,0.5,17.1,0,1,6,27.87,1
19.1,61.0,5,1632,2.0,9.0,17.8,2.6,7.3,0.9,0.1,5.9,0,0,9,22.13,0
33.0,54.4,1,1114,5.0,5.2,16.6,3.9,4.8,1.1,0.7,6.8,0,1,9,24.37,1
26.6,89.8,3,979,7.4,13.6,17.6,0.5,0.7,5.9,0.1,5.0,0,1,1,25.95,1
30.8,73.8,2,1249,3.6,10.6,10.7,0.5,3.1,0.7,0.6,9.5,0,1,11,23.9,1
30.0,74.0,6,1725,1.3,12.2,9.5,4.0,3.8,6.3,0.2,15.4,0,0,7,30.1,1
27.5,64.8,5,1934,3.2,8.0,21.2,1.0,1.2,5.2,1.3,17.8,0,1,8,28.58,1
27.1,71.2,3,1150,5.4,4.3,17.5,2.7,4.5,5.0,3.0,11.3,0,1,12,30.33,1
16.7,65.8,1,1361,5.8,13.3,11.8,1.6,6.3,2.3,0.5,22.3,0,0,1,27.53,1
27.0,57.7,6,929,3.8,12.5,24.0,1.1,4.8,0.4,0.6,14.6,0,0,12,27.35,1
23.5,66.2,6,1424,3.9,7.5,13.0,0.5,5.7,5.7,0.1,24.7,0,1,5,30.43,1
31.5,42.0,2,800,1.4,9.7,16.6,0.9,6.1,5.0,1.3,4.0,0,0,12,22.31,1
25.2,60.8,6,1319,2.2,10.7,13.6,1.1,3.6,3.5,1.3,14.9,1,0,2,24.56,1
25.8,65.6,3,1103,0.6,9.3,13.9,1.3,1.8,4.1,1.1,21.8,0,0,9,24.4,1
29.5,65.5,2,1061,3.9,13.0,14.2,0.6,3.5,0.3,0.6,10.1,0,0,2,24.4,1
23.4,57.3,3,1695,2.9,5.2,10.0,6.4,3.4,1.8,4.7,15.8,0,0,2,30.3,1
25.5,61.2,1,524,4.5,7.3,10.5,1.3,4.2,1.0,0.3,12.9,1,0,4,14.19,0
26.6,73.6,3,1569,6.6,15.3,13.9,0.5,4.5,5.2,2.0,9.9,0,0,6,28.38,0
30.9,55.2,2,1171,5.6,9.1,11.7,0.2,3.9,1.8,1.3,30.1,0,0,10,30.17,1
21.9,53.5,3,1499,1.7,9.5,20.1,0.4,3.7,2.2,1.5,26.9,0,0,4,25.3,1
32.7,86.2,3,1024,2.5,11.4,19.0,0.6,1.1,3.3,0.1,20.7,0,1,4,25.51,1
28.3,57.4,1,656,1.5,15.0,21.7,0.1,3.2,5.6,0.4,31.7,0,1,11,30.11,1
26.5,60.3,2,1071,1.4,5.5,13.3,2.1,3.2,4.3,0.5,19.3,0,1,8,22.34,1
30.7,60.5,4,789,1.8,8.5,13.3,0.3,3.3,2.8,1.6,16.2,1,0,2,21.39,1
33.9,73.7,3,699,3.7,9.2,14.3,0.8,0.8,4.6,1.5,8.6,0,0,6,24.96,1
34.6,62.6,4,707,1.2,8.9,17.3,0.5,4.8,1.9,0.4,32.5,0,0,11,27.47,1
23.9,49.1,2,1261,8.4,8.1,17.8,0.3,2.3,2.5,0.3,15.9,0,1,3,23.69,0
35.5,47.9,6,409,0.4,16.5,21.5,0.2,4.5,3.7,0.1,19.6,0,0,5,24.53,0
29.2,43.2,3,1039,1.2,10.4,19.7,5.6,2.0,4.1,0.5,17.4,0,1,7,24.09,1
35.3,67.7,6,1894,5.5,11.1,16.8,0.4,7.8,5.2,4.0,15.7,1,1,8,34.22,1
23.8,57.9,3,1735,1.1,11.1,16.6,1.0,3.6,3.1,2.1,6.1,0,1,2,22.25,1
28.2,72.8,5,959,9.9,5.5,19.8,1.6,2.1,2.3,0.9,11.3,0,0,12,29.88,1
28.4,70.6,6,1767,7.8,15.2,14.6,0.7,1.5,3.7,1.4,19.6,0,1,5,39.61,1
22.8,54.9,4,788,3.2,6.5,20.9,2.8,5.0,3.6,1.2,14.5,0,0,11,24.09,1
26.8,74.1,6,1354,1.9,4.0,20.8,1.4,4.9,3.3,0.4,15.6,0,1,1,26.85,1
33.4,60.9,4,1311,3.0,5.9,19.3,1.5,0.6,1.7,2.3,19.3,0,0,4,29.32,1
34.4,81.4,3,1742,2.3,7.7,17.6,1.3,3.1,5.6,0.7,24.9,1,1,6,30.1,1
32.2,72.4,6,578,4.6,5.2,15.5,3.1,3.5,3.4,1.0,10.6,0,0,11,24.98,0
30.3,70.7,2,2375,7.6,11.4,18.0,3.5,3.2,6.2,0.1,20.2,0,1,11,33.79,0
26.8,83.7,3,1549,2.3,14.0,18.1,1.1,4.8,4.8,1.8,16.0,0,1,10,31.33,1
39.0,62.4,2,1590,3.9,13.9,23.4,2.2,3.5,2.7,0.3,27.1,1,0,9,32.47,1
22.4,53.1,2,1495,5.6,9.4,20.5,0.9,1.5,1.5,2.2,12.1,0,1,6,24.53,0
23.1,66.7,1,1479,6.9,12.1,13.5,8.0,1.4,5.0,0.7,13.4,0,1,5,30.09,1
25.2,57.8,1,1831,6.0,11.1,21.5,0.2,5.4,7.2,1.5,5.5,0,0,2,28.21,1
29.8,95.0,5,1487,4.3,9.7,14.2,0.7,2.9,2.2,1.1,6.4,0,0,6,28.7,1
26.7,58.1,2,1044,1.6,10.4,19.4,2.6,2.9,3.2,1.9,15.9,0,1,5,25.85,1
32.7,57.2,2,601,1.1,5.2,18.1,0.7,4.8,3.4,0.6,23.5,0,0,3,21.62,1
21.3,52.9,2,1970,6.2,12.2,15.9,0.4,6.0,0.3,0.4,28.3,1,0,10,27.62,1
33.0,88.6,3,1649,2.7,9.6,19.3,0.3,1.9,1.8,0.2,12.5,0,1,4,24.64,1
37.5,42.6,5,1140,4.1,4.3,15.9,2.0,2.0,4.7,1.0,16.1,0,1,8,27.65,0
33.2,57.7,3,1019,1.1,8.7,8.0,0.5,4.9,1.9,0.4,26.7,0,0,5,25.74,1
27.5,59.4,5,1476,5.8,8.7,15.8,0.7,1.1,3.7,2.5,14.1,0,1,2,32.81,1
26.0,57.0,2,827,4.9,4.2,15.0,0.5,3.5,3.3,1.1,24.0,0,0,1,22.01,0
34.2,61.4,3,1461,7.3,9.3,19.3,3.1,3.7,0.9,0.8,24.5,0,0,9,29.6,0
20.7,75.1,4,1857,2.4,10.3,21.7,0.6,3.1,2.2,1.5,9.4,0,0,11,23.75,0
25.1,43.6,6,567,4.7,9.5,18.3,4.2,7.8,1.4,2.0,19.2,0,1,3,30.3,1
20.8,56.2,5,1093,1.9,10.7,19.2,4.0,3.5,2.5,1.3,19.1,0,0,4,25.96,1
28.2,71.0,2,1538,3.8,8.9,11.2,3.4,4.7,6.2,0.3,18.5,1,1,8,28.78,1
37.9,73.0,2,1764,9.2,7.5,24.0,4.2,0.9,3.5,0.7,23.5,0,1,10,38.49,1
26.8,80.1,6,1558,4.2,7.5,15.8,2.6,5.7,1.8,0.7,13.6,1,0,8,21.61,0
34.1,57.1,5,1245,4.4,3.5,22.4,1.2,3.9,5.8,1.0,20.8,0,0,3,32.14,1
23.7,35.8,6,860,1.4,12.6,24.0,2.1,3.1,1.5,0.6,15.6,0,0,4,22.59,1
26.2,66.7,5,1247,2.8,10.6,17.9,1.3,5.1,3.4,1.0,19.1,0,1,12,30.5,1
26.1,83.9,4,400,4.2,8.3,20.8,1.0,2.0,3.5,0.8,32.6,0,1,3,30.41,1
34.0,64.4,3,764,2.1,9.9,10.7,0.0,3.8,0.2,1.7,25.3,0,1,6,29.88,1
24.7,72.2,6,1581,2.7,5.6,14.1,1.2,2.9,1.4,0.2,18.6,1,0,12,25.94,1
25.6,57.4,1,1119,1.4,9.0,18.9,2.5,5.0,3.7,1.7,17.6,0,1,11,24.46,1
28.9,54.8,3,974,4.6,11.0,18.0,0.8,9.1,4.8,1.4,14.9,0,0,6,29.17,1
36.4,69.7,4,1871,2.5,10.5,19.3,1.6,2.7,6.0,1.1,4.0,1,0,2,23.36,0
29.2,39.0,1,931,1.4,8.0,24.0,3.9,0.5,3.6,1.6,26.6,0,1,8,26.94,1
37.6,69.0,4,1544,1.7,2.4,20.3,0.2,4.2,3.3,3.3,24.5,0,0,8,30.93,1
30.8,65.6,1,1619,3.7,7.3,9.6,4.8,3.0,4.8,1.5,13.0,0,1,6,29.4,1
27.7,75.1,3,1322,1.2,10.7,18.4,2.2,4.6,6.9,0.4,17.9,0,0,3,25.12,1
34.5,57.0,6,1290,3.5,8.2,20.7,2.6,6.8,1.8,1.1,26.3,0,1,5,36.51,1
26.1,77.0,5,843,3.3,7.0,17.7,2.7,4.3,1.2,1.2,13.9,0,0,12,24.25,1
24.5,72.1,1,2030,1.7,12.1,20.8,1.2,4.0,4.0,2.1,25.8,0,0,2,28.16,1
29.4,72.8,6,1275,4.4,10.3,13.4,1.2,4.4,6.1,2.2,25.6,0,0,3,34.39,1
21.4,48.9,5,1040,4.3,10.2,11.7,0.4,4.4,1.1,1.4,20.3,0,0,9,27.27,1
23.1,47.8,2,1776,4.0,9.0,15.9,3.0,0.0,5.6,1.2,9.4,1,0,4,26.28,1
25.0,41.7,2,1422,3.6,5.5,11.0,0.4,3.1,3.1,0.2,13.6,0,1,3,19.99,0
29.1,63.6,5,1636,6.1,10.7,17.7,2.1,3.2,5.8,1.5,21.7,0,0,5,34.97,1
34.0,50.2,1,892,0.3,8.8,20.0,1.3,5.2,2.6,3.8,27.6,0,0,11,24.25,0
34.5,71.0,4,1733,3.2,12.3,19.6,3.4,1.3,3.2,0.7,28.2,0,0,11,34.37,1
28.0,57.0,4,1124,3.4,8.4,24.0,0.4,1.8,3.1,0.2,11.5,0,1,10,27.12,1
30.1,46.4,5,854,4.8,8.0,24.0,0.7,3.1,5.5,1.0,27.4,0,1,4,31.06,1
27.4,56.7,4,1592,7.2,9.8,22.1,1.2,1.9,4.8,1.2,6.4,0,1,10,29.62,1
22.0,68.4,4,1045,1.9,12.2,17.8,2.0,3.0,5.7,0.3,21.2,0,0,11,25.43,1
30.9,59.0,1,1027,7.3,7.3,18.8,1.8,5.1,4.2,0.2,5.0,0,1,9,30.14,1
25.4,61.2,5,895,3.5,3.2,24.0,3.2,3.9,5.1,0.9,16.1,0,1,8,26.6,1
32.6,65.8,4,1881,1.5,8.3,19.9,0.6,4.9,2.4,0.3,25.5,0,1,1,29.4,1
26.3,58.6,6,714,1.3,4.1,16.0,2.1,3.8,4.5,0.3,17.4,0,1,3,22.03,1
24.0,54.1,1,953,2.9,9.1,18.7,0.6,0.0,2.5,0.2,14.0,1,1,5,15.63,1
30.5,64.9,6,1396,6.0,9.3,15.4,3.6,1.2,3.3,0.9,12.4,1,0,7,24.79,0
26.3,38.3,5,1712,6.2,11.8,14.8,1.1,1.7,2.6,1.1,18.9,0,1,12,29.5,1
22.5,55.8,2,596,3.8,12.7,21.6,5.0,1.7,1.0,0.6,26.9,0,1,3,25.27,1
33.9,50.9,5,1945,2.4,9.4,12.8,1.2,6.0,1.9,3.5,27.9,0,1,2,37.13,1
30.5,61.6,2,1439,3.9,15.9,18.1,1.2,3.8,4.4,0.8,12.4,0,0,6,25.89,0
30.4,67.2,2,626,2.3,11.6,18.2,2.3,3.2,2.5,0.7,10.0,0,1,2,21.22,1
29.3,62.1,1,1362,4.1,8.0,19.2,1.7,3.8,5.0,0.0,17.8,1,0,9,22.39,1
26.2,67.1,2,1384,4.8,9.9,19.9,0.6,3.1,1.5,2.3,27.1,1,0,9,27.67,1
16.0,59.9,5,1175,1.1,10.7,19.4,0.9,1.3,4.4,0.7,24.4,0,0,6,25.24,1
26.2,59.4,2,1220,4.8,10.9,13.9,1.5,4.5,2.3,0.8,12.6,0,0,5,19.32,0
26.8,73.0,6,781,6.0,11.8,14.3,1.8,4.4,0.7,0.6,4.0,0,1,7,23.34,0
31.0,48.7,3,1600,5.5,13.1,16.5,3.6,2.0,4.0,0.1,12.7,0,0,10,31.57,1
22.6,55.4,1,1631,5.3,11.6,16.2,2.4,1.4,0.5,1.8,17.5,0,0,1,27.42,1
31.2,67.9,2,2108,7.2,11.4,19.6,2.7,2.9,5.3,0.1,15.6,0,1,2,32.58,1
29.1,70.6,4,400,0.3,6.3,24.0,1.5,6.0,5.5,0.9,14.3,0,1,2,22.99,1
36.1,66.7,3,1460,0.2,6.8,16.4,4.1,4.0,2.5,0.7,17.1,0,1,9,29.7,1
25.4,53.3,3,1075,5.8,13.6,22.7,1.6,0.9,4.6,0.8,9.1,0,1,10,29.38,1
29.0,65.5,3,1757,1.0,15.4,18.5,0.7,6.6,3.4,2.9,22.4,0,0,2,31.83,1
30.1,72.2,1,509,2.8,4.8,17.6,4.1,9.2,1.5,3.3,25.4,0,0,2,28.78,1
31.8,50.2,5,400,2.0,8.5,16.2,0.3,4.9,6.3,0.1,23.3,0,1,10,27.56,1
35.2,88.9,2,1438,1.4,11.3,16.6,0.7,3.1,4.1,0.3,26.7,0,1,10,25.92,0
31.3,72.8,5,1199,2.8,14.4,20.6,2.1,1.7,1.5,1.1,16.7,0,0,6,30.1,1
22.1,46.2,3,1261,0.6,7.6,20.0,0.4,7.5,1.0,0.5,24.0,0,0,9,23.4,1
37.0,90.7,5,1539,0.9,4.2,14.6,0.9,4.9,2.4,0.6,9.6,0,1,5,27.89,1
19.3,52.6,5,1300,3.7,4.7,17.5,1.6,3.1,7.3,0.4,32.1,0,0,5,31.21,1
32.1,78.6,4,405,1.9,11.5,18.4,3.0,2.9,2.1,1.9,25.9,0,1,11,28.88,1
35.4,48.0,1,1282,3.0,10.3,11.5,0.9,5.6,0.0,0.5,18.0,0,0,9,23.92,1
25.6,57.8,1,1576,5.6,1.9,18.4,1.9,0.2,0.6,2.1,11.3,0,1,12,27.18,1
28.7,36.2,3,2008,1.3,9.0,22.6,6.2,6.9,2.4,0.8,7.5,1,1,6,25.84,1
28.6,50.4,1,1296,3.0,13.9,20.8,6.5,5.9,7.0,0.8,8.0,0,1,4,32.06,1
23.6,46.2,3,1308,2.6,16.6,16.0,3.9,4.4,0.0,0.9,15.7,0,1,8,27.78,1
30.8,62.8,1,745,3.5,10.0,11.8,0.8,5.5,0.0,3.2,24.0,0,1,11,28.35,1
24.3,80.1,4,1432,1.4,11.0,14.7,0.4,5.2,0.0,0.9,12.8,0,0,4,26.24,1
30.6,64.9,1,1052,0.4,9.9,24.0,0.6,3.1,1.6,1.7,21.4,0,1,9,19.82,0
31.9,40.7,5,1045,3.5,13.1,17.2,2.9,6.4,3.3,2.1,20.6,0,1,7,33.26,1
34.3,88.3,3,826,1.7,10.7,18.2,1.2,6.7,4.4,2.3,9.6,1,1,4,26.28,1
35.6,54.4,2,2109,3.3,10.3,22.1,2.6,1.4,1.0,1.7,9.7,0,1,12,31.47,1
31.1,65.7,5,1608,2.5,9.9,14.5,2.0,5.3,4.9,0.8,21.5,0,1,5,33.16,1
31.4,74.4,4,808,5.9,8.9,14.9,0.7,5.1,2.2,1.4,22.4,0,0,6,29.79,1
27.9,77.3,2,1433,1.8,9.1,21.4,2.3,6.7,6.6,0.8,16.8,0,0,8,27.77,1
